Time,Input,Output
7.858,8.4706,3.81187
7.859,8.26938,3.88058
7.86,8.04828,3.91018
7.861,7.80853,4.03954
7.862,7.55147,4.03954
7.863,7.27855,5.13807
7.864,6.99131,5.13807
7.865,6.69138,4.93985
7.866,6.38048,4.93985
7.867,6.06037,5.00555
7.868,5.73289,5.64844
7.869,5.39993,5.64844
7.87,5.06339,5.64844
7.871,4.72523,5.64844
7.872,4.38738,5.72974
7.873,4.05181,6.10789
7.874,3.72047,6.24035
7.875,3.39528,6.3863
7.876,3.07812,6.3863
7.877,2.77085,6.3863
7.878,2.47525,6.36187
7.879,2.19305,6.74522
7.88,1.9259,6.63289
7.881,1.67535,6.63289
7.882,1.44288,6.62046
7.883,1.22985,6.45984
7.884,1.0375,6.45984
7.885,0.866964,6.63289
7.886,0.719238,6.62046
7.887,0.595192,6.62046
7.888,0.495554,6.07198
7.889,0.420909,6.07198
7.89,0.371695,5.97669
7.891,0.348203,6.11988
7.892,0.350569,5.89386
7.893,0.378782,5.47597
7.894,0.432674,5.47597
7.895,0.511929,5.30584
7.896,0.616082,5.30584
7.897,0.744519,5.30584
7.898,0.896486,4.55357
7.899,1.07109,4.55357
7.9,1.2673,4.17068
7.901,1.48398,4.17068
7.902,1.71983,4.10993
7.903,1.97349,3.44782
7.904,2.24346,3.41973
7.905,2.52816,3.41973
7.906,2.82592,3.41973
7.907,3.135,3.28065
7.908,3.45359,2.62897
7.909,3.77982,2.62897
7.91,4.11179,2.73931
7.911,4.44756,2.86882
7.912,4.78518,2.86882
7.913,5.12267,2.60376
7.914,5.45808,2.5453
7.915,5.78947,2.5453
7.916,6.1149,2.45446
7.917,6.4325,2.34875
7.918,6.74043,2.40545
7.919,7.03692,2.40545
7.92,7.32026,2.40545
7.921,7.58884,2.3246
7.922,7.84111,2.30856
7.923,8.07565,2.27659
7.924,8.29112,2.19741
7.925,8.48631,2.27659
7.926,8.66013,2.19741
7.927,8.81161,2.11152
7.928,8.93992,2.3649
7.929,9.04437,2.43809
7.93,9.12439,2.3649
7.931,9.17958,2.48735
7.932,9.20968,2.48735
7.933,9.21457,2.80809
7.934,9.19427,2.92128
7.935,9.14897,2.93006
7.936,9.07899,2.93006
7.937,8.98479,2.93006
7.938,8.86697,3.51375
7.939,8.72628,3.51375
7.94,8.56359,3.58972
7.941,8.37989,3.52321
7.942,8.1763,3.68563
7.943,7.95404,4.19101
7.944,7.71444,4.51149
7.945,7.45893,4.38624
7.946,7.18903,4.57467
7.947,6.90633,4.63824
7.948,6.61249,5.64844
7.949,6.30923,5.64844
7.95,5.99832,5.19373
7.951,5.68156,5.19373
7.952,5.36079,5.31711
7.953,5.03786,5.82327
7.954,4.71463,5.98857
7.955,4.39294,6.17999
7.956,4.07463,6.17999
7.957,3.76152,6.17999
7.958,3.45536,6.08394
7.959,3.1579,6.30098
7.96,2.8708,6.50907
7.961,2.59566,6.50907
7.962,2.33401,6.44756
7.963,2.0873,6.53375
7.964,1.85689,6.49675
7.965,1.64402,6.49675
7.966,1.44986,6.48444
7.967,1.27544,6.47213
7.968,1.12169,6.3863
7.969,0.989406,6.17999
7.97,0.879273,6.17999
7.971,0.791837,6.2767
7.972,0.727517,6.31314
7.973,0.686599,6.31314
7.974,0.669236,5.66003
7.975,0.675446,5.5332
7.976,0.705114,5.66003
7.977,0.757993,5.67162
7.978,0.833709,5.67162
7.979,0.931756,4.56412
7.98,1.05151,4.56412
7.981,1.19222,4.53251
7.982,1.35303,4.55357
7.983,1.53297,4.55357
7.984,1.73096,4.00953
7.985,1.94583,3.63754
7.986,2.17633,3.61838
7.987,2.42112,3.61838
7.988,2.67877,3.52321
7.989,2.9478,3.07197
7.99,3.22668,2.97412
7.991,3.51382,2.95647
7.992,3.80758,2.95647
7.993,4.10631,2.93886
7.994,4.40834,2.48735
7.995,4.71196,2.47911
7.996,5.01549,2.69666
7.997,5.31723,2.71369
7.998,5.61553,2.71369
7.999,5.90872,2.38109
8,6.19521,2.38109
8.001,6.47341,2.21317
8.002,6.74182,2.3892
8.003,6.99898,2.21317
8.004,7.24349,2.28457
8.005,7.47404,2.10378
8.006,7.68939,2.10378
8.007,7.88839,2.24479
8.008,8.06999,2.24479
8.009,8.23323,2.18955
8.01,8.37725,2.14261
8.011,8.50131,2.14261
8.012,8.60478,2.14261
8.013,8.68713,2.17386
8.014,8.74796,2.45446
8.015,8.78698,2.62056
8.016,8.80402,2.45446
8.017,8.79904,2.45446
8.018,8.77212,2.73931
8.019,8.72343,3.08093
8.02,8.65329,3.21656
8.021,8.56213,3.27146
8.022,8.45048,3.21656
8.023,8.31899,3.27146
8.024,8.16842,3.92007
8.025,7.99961,3.93987
8.026,7.81352,3.93987
8.027,7.6112,3.93987
8.028,7.39377,3.86089
8.029,7.16244,4.7988
8.03,6.9185,4.88539
8.031,6.66328,4.7988
8.032,6.39822,4.89626
8.033,6.12475,4.89626
8.034,5.84438,5.63687
8.035,5.55866,5.71809
8.036,5.26914,5.77642
8.037,4.97742,5.71809
8.038,4.68508,5.77642
8.039,4.39374,6.47213
8.04,4.10497,6.47213
8.041,3.82036,6.45984
8.042,3.54147,6.54611
8.043,3.26981,6.54611
8.044,3.00688,6.72019
8.045,2.7541,6.88366
8.046,2.51287,6.92164
8.047,2.28451,6.92164
8.048,2.07027,6.92164
8.049,1.87132,6.67024
8.05,1.68877,6.60804
8.051,1.52362,6.58324
8.052,1.37678,6.58324
8.053,1.24908,6.54611
8.054,1.14122,6.36187
8.055,1.05383,6.36187
8.056,0.987383,6.42302
8.057,0.94228,6.52141
8.058,0.918787,6.52141
8.059,0.917058,5.60222
8.06,0.937129,5.57917
8.061,0.978918,5.55616
8.062,1.04222,5.40764
8.063,1.12673,5.40764
8.064,1.23201,4.57467
8.065,1.3575,4.52199
8.066,1.50255,4.57467
8.067,1.6664,4.60641
8.068,1.84816,4.60641
8.069,2.04688,3.82165
8.07,2.26148,3.68563
8.071,2.4908,3.68563
8.072,2.7336,3.68563
8.073,2.98858,3.69528
8.074,3.25432,2.76503
8.075,3.52939,2.72222
8.076,3.81227,2.72222
8.077,4.10141,2.75644
8.078,4.3952,2.75644
8.079,4.69203,2.47089
8.08,4.99023,2.47089
8.081,5.28816,2.60376
8.082,5.58412,2.60376
8.083,5.87647,2.57864
8.084,6.16355,2.53699
8.085,6.44373,2.53699
8.086,6.71542,2.33264
8.087,6.97707,2.40545
8.088,7.22716,2.33264
8.089,7.46425,2.30055
8.09,7.68696,2.22106
8.091,7.89399,2.22106
8.092,8.0841,2.18955
8.093,8.25618,2.30055
8.094,8.40918,2.38109
8.095,8.54217,2.38109
8.096,8.65432,2.39732
8.097,8.74492,2.58701
8.098,8.81339,2.61215
8.099,8.85924,2.83406
8.1,8.88215,2.97412
8.101,8.88188,2.99182
8.102,8.85837,2.97412
8.103,8.81166,2.99182
8.104,8.74193,3.5043
8.105,8.6495,3.5043
8.106,8.53481,3.34526
8.107,8.39843,3.41038
8.108,8.24108,3.48543
8.109,8.06358,4.09985
8.11,7.86687,4.24202
8.111,7.65201,4.24202
8.112,7.4202,4.55357
8.113,7.17269,4.55357
8.114,6.91086,5.29459
8.115,6.63618,5.29459
8.116,6.3502,5.2049
8.117,6.05453,5.2049
8.118,5.75087,5.2049
8.119,5.44094,6.01235
8.12,5.12654,6.01235
8.121,4.8095,6.11988
8.122,4.49164,5.88207
8.123,4.17484,6.2767
8.124,3.86096,6.17999
8.125,3.55185,6.2767
8.126,3.24935,6.34967
8.127,2.95527,6.63289
8.128,2.67137,6.63289
8.129,2.39937,6.63289
8.13,2.14093,6.67024
8.131,1.89763,6.78285
8.132,1.67097,6.74522
8.133,1.46235,6.74522
8.134,1.27308,6.67024
8.135,1.10437,6.63289
8.136,0.957303,6.67024
8.137,0.832831,6.68271
8.138,0.731787,6.68271
8.139,0.654863,6.11988
8.14,0.602612,6.11988
8.141,0.575441,6.24035
8.142,0.573609,6.34967
8.143,0.597223,6.34967
8.144,0.646237,5.37361
8.145,0.720453,5.24966
8.146,0.81952,5.24966
8.147,0.942935,5.21607
8.148,1.09004,5.18258
8.149,1.26005,4.65951
8.15,1.45201,4.65951
8.151,1.66486,4.3345
8.152,1.89736,4.18084
8.153,2.1482,4.16053
8.154,2.41592,3.30828
8.155,2.69896,3.30828
8.156,2.99566,3.336
8.157,3.30427,3.51375
8.158,3.62294,3.51375
8.159,3.94979,2.87754
8.16,4.28286,2.85142
8.161,4.62013,2.80809
8.162,4.95957,2.85142
8.163,5.29912,2.85142
8.164,5.6367,2.44627
8.165,5.97026,2.41359
8.166,6.29773,2.44627
8.167,6.61711,2.41359
8.168,6.92641,2.44627
8.169,7.2237,2.40545
8.17,7.50714,2.44627
8.171,7.77494,2.26863
8.172,8.02542,2.23687
8.173,8.25698,2.23687
8.174,8.46815,2.34875
8.175,8.65758,2.24479
8.176,8.82404,2.31657
8.177,8.96645,2.24479
8.178,9.08386,2.31657
8.179,9.17547,2.4956
8.18,9.24068,2.50385
8.181,9.27899,2.4956
8.182,9.29011,2.37299
8.183,9.2739,2.62897
8.184,9.23039,2.93006
8.185,9.1598,3.08093
8.186,9.06249,3.08093
8.187,8.939,3.01844
8.188,8.79005,3.01844
8.189,8.61649,3.70493
8.19,8.41935,3.7146
8.191,8.19982,3.76311
8.192,7.95919,3.72428
8.193,7.69893,3.76311
8.194,7.42061,4.64887
8.195,7.12593,4.64887
8.196,6.81669,4.43824
8.197,6.4948,4.85284
8.198,6.16222,5.00555
8.199,5.82102,5.44176
8.2,5.47331,5.54468
8.201,5.12125,5.56766
8.202,4.76702,5.56766
8.203,4.41283,5.69484
8.204,4.0609,6.16794
8.205,3.71342,6.16794
8.206,3.37257,6.16794
8.207,3.0405,6.11988
8.208,2.71929,6.2767
8.209,2.41096,6.52141
8.21,2.11746,6.75775
8.211,1.84064,6.52141
8.212,1.58226,6.7703
8.213,1.34396,6.58324
8.214,1.12724,6.70768
8.215,0.93349,6.70768
8.216,0.763946,6.65778
8.217,0.619691,6.58324
8.218,0.501651,6.55848
8.219,0.410589,6.15591
8.22,0.347094,6.07198
8.221,0.311586,6.15591
8.222,0.304305,6.16794
8.223,0.325313,6.16794
8.224,0.374495,5.57917
8.225,0.451554,5.36229
8.226,0.55602,5.32839
8.227,0.687247,5.32839
8.228,0.844417,5.32839
8.229,1.02655,4.7665
8.23,1.23251,4.65951
8.231,1.461,4.40701
8.232,1.7106,4.36551
8.233,1.97972,4.21138
8.234,2.26668,3.49486
8.235,2.56967,3.42908
8.236,2.88678,3.42908
8.237,3.21602,3.59927
8.238,3.55531,3.31751
8.239,3.9025,2.99182
8.24,4.25542,2.99182
8.241,4.61183,2.86882
8.242,4.96949,2.87754
8.243,5.32615,2.85142
8.244,5.67955,2.87754
8.245,6.02747,2.92128
8.246,6.36773,2.92128
8.247,6.69817,2.69666
8.248,7.01673,2.62056
8.249,7.3214,2.5204
8.25,7.61027,2.5204
8.251,7.88153,2.5204
8.252,8.13348,2.4956
8.253,8.36456,2.33264
8.254,8.57332,2.33264
8.255,8.75847,2.28457
8.256,8.91887,2.30856
8.257,9.05352,2.27659
8.258,9.1616,2.30856
8.259,9.24247,2.5204
8.26,9.29564,2.5204
8.261,9.32081,2.6374
8.262,9.31786,2.55362
8.263,9.28684,2.6374
8.264,9.22798,3.00068
8.265,9.14169,3.00068
8.266,9.02855,3.00068
8.267,8.88932,3.25312
8.268,8.72491,3.25312
8.269,8.53639,3.7146
8.27,8.32499,3.7146
8.271,8.09208,3.7146
8.272,7.83915,3.79233
8.273,7.56784,3.79233
8.274,7.27988,4.23179
8.275,6.97712,4.49051
8.276,6.66148,4.49051
8.277,6.33498,4.49051
8.278,5.9997,5.06058
8.279,5.65775,5.44176
8.28,5.3113,5.52173
8.281,4.96254,5.52173
8.282,4.61367,5.52173
8.283,4.26687,5.62531
8.284,3.92433,5.64844
8.285,3.58819,6.21618
8.286,3.26054,6.21618
8.287,2.94343,6.21618
8.288,2.63882,6.22826
8.289,2.34859,6.50907
8.29,2.07455,6.50907
8.291,1.81836,6.55848
8.292,1.58159,6.55848
8.293,1.36568,6.55848
8.294,1.17194,6.50907
8.295,1.00153,6.59564
8.296,0.855452,6.48444
8.297,0.734566,6.48444
8.298,0.639564,6.26457
8.299,0.570977,6.02426
8.3,0.529165,5.87029
8.301,0.514321,5.94113
8.302,0.526466,5.94113
8.303,0.565455,6.10789
8.304,0.630972,6.10789
8.305,0.722535,5.61376
8.306,0.839504,5.35098
8.307,0.981077,5.24966
8.308,1.1463,5.24966
8.309,1.33409,5.24966
8.31,1.5432,4.48003
8.311,1.77226,4.42782
8.312,2.01981,4.29329
8.313,2.28423,4.41741
8.314,2.56384,4.41741
8.315,2.85685,3.84125
8.316,3.1614,3.62796
8.317,3.47556,3.56116
8.318,3.79736,3.43845
8.319,4.12476,3.42908
8.32,4.45572,3.00956
8.321,4.78817,3.00956
8.322,5.12005,3.00956
8.323,5.44929,3.04516
8.324,5.77387,2.86882
8.325,6.09179,2.77362
8.326,6.40109,2.75644
8.327,6.69989,2.59538
8.328,6.98638,2.45446
8.329,7.2588,2.45446
8.33,7.51553,2.30856
8.331,7.75503,2.30055
8.332,7.97586,2.30055
8.333,8.17673,2.24479
8.334,8.35645,2.17386
8.335,8.51398,2.11152
8.336,8.64841,2.11152
8.337,8.759,2.20528
8.338,8.84512,2.11152
8.339,8.90633,2.11152
8.34,8.94233,2.37299
8.341,8.95297,2.38109
8.342,8.93826,2.44627
8.343,8.89838,2.46267
8.344,8.83364,2.55362
8.345,8.74452,3.08093
8.346,8.63163,3.0899
8.347,8.49575,3.0899
8.348,8.33778,3.05409
8.349,8.15875,3.05409
8.35,7.95982,3.70493
8.351,7.74227,3.82165
8.352,7.50748,4.12003
8.353,7.25695,4.12003
8.354,6.99226,4.13014
8.355,6.71505,5.03854
8.356,6.42707,5.03854
8.357,6.13009,4.61701
8.358,5.82597,4.61701
8.359,5.51658,4.61701
8.36,5.20382,5.43037
8.361,4.8896,5.43037
8.362,4.57585,5.48739
8.363,4.26447,5.48739
8.364,3.95735,5.5332
8.365,3.65636,5.94113
8.366,3.3633,6.00045
8.367,3.07994,5.94113
8.368,2.80798,6.02426
8.369,2.54903,6.02426
8.37,2.30465,6.17999
8.371,2.07627,6.2041
8.372,1.86524,6.43528
8.373,1.6728,6.28884
8.374,1.50008,6.39853
8.375,1.34806,6.32531
8.376,1.21764,6.32531
8.377,1.10954,6.28884
8.378,1.02438,6.28884
8.379,0.96261,6.28884
8.38,0.924563,5.94113
8.381,0.910416,5.94113
8.382,0.920205,6.03617
8.383,0.953823,6.08394
8.384,1.01102,6.08394
8.385,1.0914,5.39628
8.386,1.19444,5.32839
8.387,1.31948,5.21607
8.388,1.46571,5.08267
8.389,1.63222,4.95077
8.39,1.81797,4.40701
8.391,2.02181,4.40701
8.392,2.24247,4.25225
8.393,2.47861,4.14026
8.394,2.72877,4.03954
8.395,2.99143,3.48543
8.396,3.26498,3.41973
8.397,3.54777,3.38241
8.398,3.83807,3.38241
8.399,4.13412,3.38241
8.4,4.43415,2.97412
8.401,4.73632,2.97412
8.402,5.03883,3.04516
8.403,5.33985,3.08093
8.404,5.63757,3.08093
8.405,5.93019,2.93006
8.406,6.21596,2.65428
8.407,6.49316,2.65428
8.408,6.76013,2.65428
8.409,7.01527,2.62897
8.41,7.25704,2.62056
8.411,7.484,2.60376
8.412,7.69479,2.43809
8.413,7.88813,2.37299
8.414,8.06289,2.47911
8.415,8.21799,2.62897
8.416,8.35252,2.57864
8.417,8.46567,2.79083
8.418,8.55675,2.61215
8.419,8.62522,2.82539
8.42,8.67067,2.97412
8.421,8.69281,3.00956
8.422,8.69151,2.97412
8.423,8.66677,3.00068
8.424,8.61874,3.00068
8.425,8.5477,3.41973
8.426,8.45406,3.58019
8.427,8.33839,3.41973
8.428,8.20136,3.59927
8.429,8.0438,3.62796
8.43,7.86665,4.12003
8.431,7.67096,4.38624
8.432,7.4579,4.40701
8.433,7.22875,4.48003
8.434,6.98489,4.48003
8.435,6.72777,5.21607
8.436,6.45895,5.16031
8.437,6.18004,5.11588
8.438,5.89272,5.11588
8.439,5.59873,5.11588
8.44,5.29985,5.67162
8.441,4.99789,5.84676
8.442,4.69467,5.67162
8.443,4.39205,5.81154
8.444,4.09187,5.81154
8.445,3.79596,6.15591
8.446,3.50612,6.31314
8.447,3.22415,6.33748
8.448,2.95178,6.33748
8.449,2.69068,6.39853
8.45,2.44247,6.45984
8.451,2.2087,6.49675
8.452,1.99083,6.49675
8.453,1.79021,6.49675
8.454,1.60812,6.58324
8.455,1.4457,6.49675
8.456,1.30401,6.39853
8.457,1.18396,6.39853
8.458,1.08632,6.39853
8.459,1.01176,6.26457
8.46,0.960788,5.91748
8.461,0.933774,5.91748
8.462,0.930943,6.06004
8.463,0.952373,6.08394
8.464,0.997993,6.08394
8.465,1.06758,5.419
8.466,1.16078,5.06058
8.467,1.27706,5.06058
8.468,1.41578,4.95077
8.469,1.57613,4.95077
8.47,1.75719,4.50099
8.471,1.95788,4.34482
8.472,2.17701,4.3345
8.473,2.41328,4.15039
8.474,2.66527,3.94979
8.475,2.93145,3.40105
8.476,3.21022,3.27146
8.477,3.49986,3.39172
8.478,3.7986,3.36382
8.479,4.10461,3.36382
8.48,4.416,2.99182
8.481,4.73083,2.99182
8.482,5.04715,3.02734
8.483,5.36297,3.09888
8.484,5.67631,3.09888
8.485,5.9852,2.97412
8.486,6.28768,2.78222
8.487,6.58183,2.61215
8.488,6.86577,2.78222
8.489,7.13767,2.61215
8.49,7.39579,2.47089
8.491,7.63843,2.5453
8.492,7.86403,2.62056
8.493,8.07108,2.5453
8.494,8.25823,2.57029
8.495,8.42421,2.56195
8.496,8.5679,2.56195
8.497,8.6883,2.56195
8.498,8.78458,2.5453
8.499,8.85604,2.56195
8.5,8.90212,2.98297
8.501,8.92246,2.95647
8.502,8.91682,2.86882
8.503,8.88516,2.95647
8.504,8.82757,2.97412
8.505,8.74434,3.45721
8.506,8.6359,3.45721
8.507,8.50286,3.60882
8.508,8.34598,3.60882
8.509,8.16618,3.60882
8.51,7.96453,4.23179
8.511,7.74225,4.23179
8.512,7.50069,4.64887
8.513,7.24134,4.64887
8.514,6.96579,4.70218
8.515,6.67577,5.36229
8.516,6.3731,5.38494
8.517,6.05968,5.36229
8.518,5.7375,5.38494
8.519,5.4086,5.43037
8.52,5.0751,5.87029
8.521,4.73914,6.08394
8.522,4.40288,6.08394
8.523,4.06851,6.08394
8.524,3.7382,6.33748
8.525,3.41412,6.33748
8.526,3.09839,6.34967
8.527,2.7931,6.34967
8.528,2.50028,6.34967
8.529,2.22188,6.45984
8.53,1.95976,6.41077
8.531,1.71571,6.60804
8.532,1.49137,6.49675
8.533,1.28828,6.49675
8.534,1.10785,6.49675
8.535,0.951335,6.48444
8.536,0.819853,6.43528
8.537,0.714352,6.42302
8.538,0.635614,6.32531
8.539,0.58425,6.32531
8.54,0.560694,6.31314
8.541,0.565196,6.0481
8.542,0.597824,5.9293
8.543,0.658459,5.9293
8.544,0.746798,5.76474
8.545,0.862352,5.57917
8.546,1.00445,5.03854
8.547,1.17225,4.85284
8.548,1.36471,4.80958
8.549,1.58066,4.73429
8.55,1.81874,4.73429
8.551,2.07745,4.04957
8.552,2.35514,3.88058
8.553,2.65002,3.77284
8.554,2.96021,3.67599
8.555,3.28368,3.67599
8.556,3.61834,2.92128
8.557,3.96199,2.92128
8.558,4.31237,2.94766
8.559,4.66717,3.00956
8.56,5.02405,3.00956
8.561,5.38062,2.77362
8.562,5.73452,2.6374
8.563,6.08337,2.6374
8.564,6.42482,2.57029
8.565,6.75658,2.59538
8.566,7.07639,2.59538
8.567,7.38208,2.51212
8.568,7.67156,2.3892
8.569,7.94285,2.45446
8.57,8.19408,2.39732
8.571,8.4235,2.45446
8.572,8.62952,2.39732
8.573,8.81069,2.45446
8.574,8.96572,2.37299
8.575,9.09349,2.48735
8.576,9.19308,2.41359
8.577,9.26374,2.41359
8.578,9.30492,2.51212
8.579,9.31626,2.53699
8.58,9.29761,2.74787
8.581,9.24902,2.81674
8.582,9.17074,2.80809
8.583,9.06322,2.88627
8.584,8.92711,2.80809
8.585,8.76328,2.90376
8.586,8.57275,3.31751
8.587,8.35675,3.31751
8.588,8.11668,3.28065
8.589,7.85412,3.336
8.59,7.57079,3.75338
8.591,7.26855,4.0596
8.592,6.94942,4.13014
8.593,6.61553,4.13014
8.594,6.26911,4.13014
8.595,5.91247,4.42782
8.596,5.54803,5.02753
8.597,5.17824,5.02753
8.598,4.80561,5.12697
8.599,4.43267,5.03854
8.6,4.06194,5.03854
8.601,3.69596,5.62531
8.602,3.33723,5.82327
8.603,2.98821,5.82327
8.604,2.6513,5.67162
8.605,2.32881,5.67162
8.606,2.02297,5.95298
8.607,1.7359,6.14389
8.608,1.46958,6.08394
8.609,1.22589,6.19204
8.61,1.00651,6.19204
8.611,0.812984,6.2041
8.612,0.646685,6.3863
8.613,0.508792,6.48444
8.614,0.400291,6.41077
8.615,0.321971,6.41077
8.616,0.274414,5.91748
8.617,0.257991,5.91748
8.618,0.27286,5.84676
8.619,0.318965,5.95298
8.62,0.396031,5.84676
8.621,0.503574,5.68322
8.622,0.640895,5.68322
8.623,0.807091,5.60222
8.624,1.00106,5.45315
8.625,1.2215,5.39628
8.626,1.46693,4.51149
8.627,1.73569,4.27275
8.628,2.02597,4.48003
8.629,2.33579,4.18084
8.63,2.66305,4.10993
8.631,3.0055,3.27146
8.632,3.36081,3.27146
8.633,3.72655,3.29906
8.634,4.10021,3.29906
8.635,4.47922,3.25312
8.636,4.86097,2.93006
8.637,5.24285,2.93006
8.638,5.62222,2.79083
8.639,5.99646,3.00068
8.64,6.36298,2.74787
8.641,6.71926,2.66274
8.642,7.06284,2.59538
8.643,7.39132,2.64583
8.644,7.70245,2.64583
8.645,7.99405,2.57864
8.646,8.26411,2.57029
8.647,8.51075,2.42991
8.648,8.73225,2.42991
8.649,8.92708,2.45446
8.65,9.09388,2.45446
8.651,9.23148,2.42991
8.652,9.33892,2.42991
8.653,9.41546,2.30055
8.654,9.46055,2.44627
8.655,9.47387,2.4956
8.656,9.45532,2.50385
8.657,9.40504,2.57864
8.658,9.32335,2.73931
8.659,9.21083,2.57864
8.66,9.06825,2.77362
8.661,8.89659,3.21656
8.662,8.69705,3.21656
8.663,8.471,3.18924
8.664,8.22002,3.16202
8.665,7.94585,3.16202
8.666,7.65038,3.92007
8.667,7.33567,3.92007
8.668,7.00391,4.00953
8.669,6.65739,4.19101
8.67,6.29853,4.20119
8.671,5.92982,4.80958
8.672,5.55381,4.80958
8.673,5.17313,4.6915
8.674,4.79041,4.57467
8.675,4.40831,4.6915
8.676,4.02948,5.19373
8.677,3.65655,5.19373
8.678,3.2921,5.51028
8.679,2.93867,5.51028
8.68,2.5987,5.62531
8.681,2.27455,5.89386
8.682,1.96845,6.02426
8.683,1.68252,5.89386
8.684,1.41874,6.02426
8.685,1.17892,6.03617
8.686,0.964716,6.0481
8.687,0.77759,6.09591
8.688,0.618826,6.09591
8.689,0.489504,6.09591
8.69,0.390499,6.03617
8.691,0.322474,6.02426
8.692,0.285874,5.97669
8.693,0.280925,5.87029
8.694,0.307633,5.85852
8.695,0.36578,5.79983
8.696,0.454933,5.60222
8.697,0.574439,5.38494
8.698,0.723437,5.45315
8.699,0.900858,5.45315
8.7,1.10544,5.45315
8.701,1.33572,4.67016
8.702,1.59009,4.67016
8.703,1.86673,4.62762
8.704,2.16369,4.36551
8.705,2.4789,4.23179
8.706,2.81012,3.54216
8.707,3.15505,3.34526
8.708,3.51126,3.34526
8.709,3.87625,3.34526
8.71,4.24749,3.25312
8.711,4.62238,3.00068
8.712,4.99831,3.00068
8.713,5.37266,3.09888
8.714,5.74283,3.09888
8.715,6.10625,3.08093
8.716,6.46042,2.96529
8.717,6.80287,2.87754
8.718,7.13125,2.77362
8.719,7.4433,2.53699
8.72,7.73687,2.55362
8.721,8.00996,2.55362
8.722,8.26069,2.48735
8.723,8.48737,2.46267
8.724,8.68847,2.45446
8.725,8.86262,2.45446
8.726,9.00867,2.5453
8.727,9.12565,2.56195
8.728,9.21281,2.56195
8.729,9.26958,2.59538
8.73,9.29564,2.62056
8.731,9.29087,2.67968
8.732,9.25535,2.91251
8.733,9.18939,2.86011
8.734,9.09351,2.66274
8.735,8.96843,2.86011
8.736,8.81509,3.23482
8.737,8.63461,3.38241
8.738,8.4283,3.29906
8.739,8.19764,3.29906
8.74,7.94428,3.29906
8.741,7.67004,4.00953
8.742,7.37687,4.10993
8.743,7.06683,4.2625
8.744,6.74213,4.2625
8.745,6.40504,4.30358
8.746,6.05794,5.00555
8.747,5.70326,5.00555
8.748,5.34347,4.84201
8.749,4.98108,4.7988
8.75,4.61862,4.84201
8.751,4.2586,5.46455
8.752,3.90351,5.46455
8.753,3.55581,5.46455
8.754,3.21788,5.81154
8.755,2.89206,5.81154
8.756,2.58056,5.89386
8.757,2.28552,6.00045
8.758,2.00894,5.89386
8.759,1.7527,6.0481
8.76,1.51851,5.87029
8.761,1.30796,6.09591
8.762,1.12243,6.03617
8.763,0.963159,6.2041
8.764,0.831177,6.03617
8.765,0.72733,6.01235
8.766,0.652267,5.72974
8.767,0.606436,5.72974
8.768,0.590078,5.78812
8.769,0.603232,5.78812
8.77,0.645731,5.67162
8.771,0.717205,5.39628
8.772,0.817084,5.22726
8.773,0.944604,5.21607
8.774,1.09881,5.21607
8.775,1.27857,5.48739
8.776,1.48257,4.60641
8.777,1.70933,4.49051
8.778,1.95723,4.49051
8.779,2.22451,4.20119
8.78,2.50926,4.20119
8.781,2.80946,3.57067
8.782,3.12302,3.46661
8.783,3.44771,3.46661
8.784,3.78129,3.5043
8.785,4.12141,3.5043
8.786,4.46571,2.99182
8.787,4.81181,2.97412
8.788,5.15732,2.76503
8.789,5.49985,2.97412
8.79,5.83706,2.70517
8.791,6.16663,3.00956
8.792,6.48631,2.67968
8.793,6.79394,2.89501
8.794,7.08741,2.67968
8.795,7.36476,2.67968
8.796,7.62412,2.61215
8.797,7.86376,2.59538
8.798,8.08207,2.57864
8.799,8.27761,2.5453
8.8,8.44912,2.5453
8.801,8.59546,2.47911
8.802,8.71572,2.57864
8.803,8.80912,2.42991
8.804,8.87511,2.61215
8.805,8.91332,2.62897
8.806,8.92354,2.81674
8.807,8.9058,2.81674
8.808,8.8603,2.77362
8.809,8.78741,2.85142
8.81,8.68773,2.97412
8.811,8.562,3.42908
8.812,8.41117,3.56116
8.813,8.23634,3.46661
8.814,8.03877,3.49486
8.815,7.81988,3.49486
8.816,7.58124,3.93987
8.817,7.32453,4.16053
8.818,7.05156,4.24202
8.819,6.76424,4.45912
8.82,6.46459,4.45912
8.821,6.15469,4.49051
8.822,5.83669,5.09373
8.823,5.51279,5.09373
8.824,5.18522,5.07162
8.825,4.85623,5.07162
8.826,4.52809,5.16031
8.827,4.20303,5.72974
8.828,3.88326,5.82327
8.829,3.57096,5.72974
8.83,3.26825,5.76474
8.831,2.97717,5.76474
8.832,2.69968,6.31314
8.833,2.43764,6.31314
8.834,2.1928,6.41077
8.835,1.96679,6.28884
8.836,1.7611,6.41077
8.837,1.5771,6.41077
8.838,1.41597,6.58324
8.839,1.27877,6.43528
8.84,1.16637,6.49675
8.841,1.07949,6.43528
8.842,1.01864,6.09591
8.843,0.984179,6.08394
8.844,0.976287,6.08394
8.845,0.994952,6.47213
8.846,1.03998,6.07198
8.847,1.11102,5.55616
8.848,1.2075,5.54468
8.849,1.32874,5.55616
8.85,1.47383,5.66003
8.851,1.64174,5.66003
8.852,1.83128,5.04956
8.853,2.04111,5.04956
8.854,2.26976,4.7988
8.855,2.51564,4.77725
8.856,2.77703,4.56412
8.857,3.05212,3.82165
